index,text,label
11,"dupa ce am vazut acest film excelent de peste 100 de ori, gasesc inca lucruri noi care ma izbesc cu acest film, efecte speciale deosebite, actiune incredibila si un complot plin de ragazuri ingenioase face din acest film o excelenta descriere a capitalismului versus comunismul sfarsind toata lumea este fericita si totul este bine. cel mai bun film din toate timpurile!!!",1
12,"distractie excelenta de la inceput pana la sfarsit. spectacole minunate de belushi, beach, dalton & railsback. unele rasturnari si multe scene de actiune. filmul a fost facut pentru mine! linii amuzante in scenariu, muzica buna. dalton ca seriful dur si railsback ca ""raufacator"". trebuie sa recomand acest film tuturor fanilor de actiune si aventura! 10/10",1
13,greu film...................................................................,1
14,"foarte multumit
foarte bun. merita toti banii!",1
15,"mai intai un ""taci!"" la cei care spun acest film miroase. nu puteti merge la fiecare film care asteapta ""citizen kane"". acesta a fost de fapt un film distractiv. jason lee este bun in tot ceea ce face. singurul defect al acestui film este ca nu cred ca a existat destula chemie intre lee si julia stiles. ar fi trebuit sa traiasca mai mult pe asta. in afara de asta, filmul este distractiv. selma blair trebuie sa manance ceva. ma ingrijoreaza. dar ea inca arata frumos. deci, da, recomand acest film pentru o intalnire sau o distractie de dupa-amiaza. du-te sa vezi. <br /> <br /> evaluarea: ** 1/2 din ****",1
16,"eu si sora mea am inchiriat acest film pentru ca eram in starea de spirit pentru ceva neobisnuit si nu atat de exigent de urmarit. cu toate acestea, filmul mi-a depasit foarte mult asteptarile foarte mici. este mult mai mult decat o reprezentare a unui secol. are portrete foarte reale ale personajelor din interiorul ei si majoritatea actorilor fac o treaba uimitoare. diferitele povesti sunt coapte impreuna cu inregistrarile reale din momentul in care ii da o atingere foarte unica. in timp ce am privit-o, chiar am simtit ca am carat despre ceea ce sa intamplat cu personajele. as dori, de asemenea, sa dau sume nesfarsite de lauda juliei stiles in portretul ei katie, ea a fost grozav intr-un mod care mi-am recomanda acest film pentru oricine ..",1
17,"excelent
o boxa foarte buna si se aude foarte tare vecini au crezut ca e nunta la mine super tare",1
18,"acest lucru ar putea fi dificil pentru unii oameni sa intre in, fiind folosit pentru stilurile de productie de la hollywood. regizorul este neinspirat, aparent pur si simplu o filmare a scenei, iar calitatea audio este rau aici si acolo (fosnetul imbracamintei oamenilor concureaza ocazional cu vocile lor etc.). prieteni si am inceput sa ma uit fara sa stiu ce sa ma astept, si prima scena aproape ne-a pus jos. parea foarte stanjenit si branzos. apoi am luat amprenta continutului si am inceput sa ne bucuram singuri. este foarte amuzant, in ciuda unei cornuri. in mod sigur, da-io sansa daca apreciezi dialogul grozav. de asemenea, helena bonham carter este adorabila, bineinteles.",1
19,,1
20,"cred ca via satelit este una dintre cele mai bune filme din noua zeelanda. mi-a placut modul in care filmul se desfasoara cu toate personajele din intreg filmul. a fost stralucit si un film inimaginal. un film bine facut, unul pe care-l voi aminti intotdeauna si il voi urmari din nou.",1
21,"foarte multumit
e bun tv-ul. fain!",1
22,"superb ... din toate punctele de vedere
daca nu-l vezi la i-max mai bine nu-l vezi
spre deosebire de toate filmele 3d de pana acum in care ""ieseau"" din ecran 2 flori si o stanca, filmul asta practic ""sta pe tine"" de la inceput pana la sfarsit
superb ... trebuie vazut neaparat
abia astept sa-l revad tot la i-max",1
23,"james cameron pune multa pasiune si dragoste in munca sa, si asta de vede in avatar si titanic.",1
24,"clubul 700 ofera o mare perspectiva asupra evenimentelor mondiale. unii l-au descris ca fiind disingenuos sau branzos. consider ca programul este informativ si inspirat. este normal ca multi sa arunce noroi intr-un program care sa dovedit a fi atat de reusit. exista foarte putine spectacole care pot indica un succes de 40 de ani de succes in lumea televiziunii media si the 700 club este unul dintre ei. in timp ce domnul robertson ar fi gresit sa spuna ca cineva ar trebui sa fie asasinat, mi se pare curios ca atat de multi oameni se vor deplasa literalmente peste ei insisi, pentru a-si lauda trupa de critica. am spus cu siguranta niste lucruri prostesti in viata mea. as fi cu siguranta dispus sa-l iert pe dl robertson de cand el face un spectacol grozav.",1
25,"nu inteleg cum pot unii oameni sa compare inception cu matrix, in afara de posibilitatea unui personaj de a trai in doua sau mai multe lumi paralele asemanatoare ori foarte diferite dupa caz, cele 2 filme nu au semanat deloc. ba lumile din cele doua filme nici macar nu au dsemanat dintre ele. singura faza ce ar fi putut amintii probabil de matrix a fost scena de lupta din hotel al carui protagonist a fost arthur.",1
26,"e cel mai tae film eu cred ca va dobora titanicul in incasari va recomand sa il vedeti si dati si la mn un click pls oricum sa nu mai scrie toti cocalari aia de nu stiu ce e ala un film si s-au gasit sa lase comm acum ca da tata bani pe net,la munca bah!!!!!!!!!!!!!!!!!!!!!!!!!!!taranilor",1
27,"baseketball este intr-adevar un film foarte amuzant. david zucker reuseste sa ne faca pe toti sa radem din nou in cap, intr-o comedie foarte proasta, dar de multe ori inteligenta. cei doi creatori ai south park, principalii actori ai acestui film, joaca foarte bine , de fapt surprinzator de buna, dar pentru prima data le vad ca actori. filmul mi-a amintit adesea de south park - unul din spectacolele mele fav. <br /> <br /> este un film foarte bun si amuzant, asa ca nu-i lipseste. din 10.",1
28,"ce pot spune despre primul film vreodata? nu puteti evalua acest lucru, deoarece nu ar trebui sa fie distractiv. dar daca trebuie sa o evaluati, ar trebui sa-i dati un 10. este uimitor sa vezi imaginile in miscare din anul 1895. acesta a fost unul dintre cele mai importante filme din istorie. ma intreb cum a fost sa fii unul dintre cei care au vazut primul film vreodata!",1
29,"o boxa excelenta.
sunet puternic, bass ok, recomand.",1
30,"sa scurtam o poveste lunga. mi-a placut fiecare minut. o fantezie generoasa in stilul arabian-nights. exista un magician rau, o printesa frumoasa, un djinn si toata lumea traieste fericit dupa aceea. modernul hollywoond are cu siguranta unul sau doua lucruri de invatat de la acest clasic. doar quibble: efectele speciale sunt destul de datate (iubit sabu cu piciorul djinn, desi!)",1
31,"sunt femeile tale tipice in povestea iubirii de transport maritim? poate, dracu, stii cum functioneaza formula pana acum, o femeie frumoasa este introdusa intr-o poza, cineva trebuie sa se indragosteasca de ea. cred ca acest film urmeaza cateva linii tipice de poveste, dar asta nu spune nimic despre continut. sunt scene extraordinare cu crispen glover, dennis hopper si gary busey, desi scurte. unele lucruri nu au avut sens, cum ar fi necesitatea de a intra in lupte aleatorii, dar este distractiv sa te uiti, luptele au fost de fapt bine facute. aceasta este cu siguranta o comedie in primul rand, dar are o multime de simt bine la ea. umorul este bine echilibrat, nu va veti rani stomacul in aceasta privinta, dar veti pastra un zambet. exista un pic de actiune cu abur, deci nu una pentru copii.",1
32,"excelent
isi face toti banii! sunet beton si baterie de lunga durata.",1
33,"excelent!
cel mai bun telefon, bateria tine 2 zile cu 4g pornit mereu, se misca foarte bine, calitate pret excelenta!!!",1
34,"recomand
eu nu am avut pana acum probleme si il am de mai mult de o luna de zile. nu mi s-a blocat pana acum desi il folosesc, retele de socializare, jocuri, muzica, yotube, etc.
ce imi place cel mai mult, este bateria, avand o baterie mare, ma asteptam sa tina, dar nu mai mult de o zi, acum pot spune ca stau si 2 zile si il incarc doar seara. pentru pretul lui, telefonul se comporta bine si este si placut din punct de vedere al aspectului.
recomand.",1
35,"nota 10
un telefon excelent, raport calitate-pret foarte bun",1
36,"te-ai intrebat vreodata de unde provin ideile romanelor de romantism si ale altor harti? potrivit ""jake speed"", ei se bazeaza pe oameni reali, traind in aventurile pe care le scriu si le publica. acest film este de divertisment de familie de calitate, cantitati moderate de violenta si haine scumpe in cel mai rau caz. limba este, de asemenea, nu este o problema, iar glumele sunt amuzante la toate nivelurile. acesta este un look ""austin powers"" la ""indian jones"", fara anticul lui michael myers. recomand acest film pentru copiii din gama 10-15.",1
37,"mai intai am fost prins in totalitate de paza de lyricismul initial al filmului si apoi am devenit cu totul incantat de povestea care se desfasoara si a fost impresionat de directia stralucita. personajele au fost pe deplin dezvoltate, nu mai mari decat viata, ci, la fel ca oamenii pe care ii traim oriunde suntem in lume, in suedia, in turcia sau in america, toate fiintele omenesti complet credibile cu slabiciuni si nobilime. hollywood ar putea invata atat de mult din acest film frumos. aceasta arata ca nu este nevoie sa intrati in fiecare detaliu mic in spatele fiecarei actiuni care sa aduca intreaga tema clara si luminata si care arata stralucirea regizorului! hearfelt multumita lui kay pollak si premiul minunat pentru acest tratament superb!",1
38,"excelent
sunt foarte incantat de iphone se, nu il mai schimb cu nimic.
cine doreste un telefon cu ecran de 4 il recomand ca fiind cel mai bun!",1
39,e cel mai bun film din lume. mai bun decat terminator 1 si 2 .e foarte tare sunt fan al terminatorului 3 cu toate ca lam mai vazut de inca 6 ori.,1
40,"excelent
foarte bun. tine si bateria destul de mult pentru pretul lui.",1
41,"ce exemplu perfect de ""mai putin este mai mult ..."" kurt russell (sgt. todd) are doar 72 de linii si ceva de genul 104 de cuvinte. ce provocare! ca o fotografie alb-negru, atunci cand ochiul mintii trebuie sa umple golurile, expresiile faciale, drama fizica, gestul emotional, toate combina pentru a avea un impact mai puternic. acesta este unul din cele 5 filme de top pe care nu pot sa le traiesc fara, chiar acolo, cu clasicul, cum ar fi road warrior. daca ti-a placut acest lucru, verifica ""mad max 2, the road warrior"" si ""braveheart"", cu mel gibson. de asemenea, ""gladiator"" cu russell crowe si connie nielsen care a fost si in soldier. ""al treisprezecelea razboinic"" cu antonio banderas si ""blade runner"" cu harrison ford.",1
42,"nu sunt in masura sa ii acord o nota, pentru ca nu sunt un critic, ci doar categorisesc filmele si serialele pe care le urmaresc in placut/neplacut. fiecare film/serial are povestea sa si nu le poti compara, pentru ca au diferite teme. pe acesta il incadrez la placut. cele 10 stele pe care le acord sunt pentru ca imi place, la cele care nu-mi plac acordand o stea.",1
43,"nu pot sa spun decat ca e printre cele mai bune comedii vazute de mine vreodata,doamne cat am putut rade.recomand tuturor",1
44,"merita achizitionata
am primit produsul si sunt uimit atat de aspect cat si de calitatea audio. sunt multumit din toate punctele de vedere si o recomand. se aude clar, tare iar bass-ul e potrivit. la banii astia, merita achizitionata!",1
45,"unul dintre cele mai bune filme vazute de mine pana acum foarte frumos si impresionant , cum jake a inceput sa ccunoasca pandora si locuitori acesteia , si a salvat locuitori",1
46,"foarte multumit
distribuie
am achizitionat 4 bucati. sunt multmit de ele. se comporta bine. recomand!",1
47,"excelent
excelent...",1
48,"desi acest film are unele slabiciuni, merita vazut. am ales-o din cauza distributiei si am aplaudat pe bonham carter si pe branagh pentru alegerea rolurilor diferite de cele pe care le-au luat in trecut. ambii portretizeaza oameni foarte tulburati, plini de negi, dar ii fac placuti din cauza umanitatii lor. povestea e emotionanta, dar spectacolele se inalta. ""jane"" de bonham carter este o realizare remarcabila, a carei cautare pentru romantism mi-a deschis ochii la aspectele de a fi handicapat pe care nu m-am gandit pana acum, dar a fost interesant si din alte motive. am simtit ca filmul sa incheiat prea brusc, dar mai bine decit un sfarsit de manipulare emotional (vezi ""stepmom."") setarea foarte reala englezeasca a adaugat bucuria mea - a fost anglia in anii '90, atat urbana, cat si rurala, fara a fi deprimant .",1
49,"surgur fond de ten care poate acoperi orice imperfectiune!
i-l folosesc de mai bine de 2ani, sunt extrem de multumita de el in comparatie cu alte firme si alte preturi, nu intodeauna un pret mare reprezinta calitatea, cum nici un fond de ten la un pret mic nu reprezinta o dezamagire. este singurul fond de ten care oferea un ten minunat, nu da senzatia de masca si este foarte bun! recomand!",1
50,"cand a iesit prima data, tatal meu a adus-o acasa - am fost uimiti de ea - a fost atat de diferita de tot ce am vazut inainte. cautam un film specific noaptea trecuta si am gasit din nou ""ochiul mintii"". caseta se destrama si sunt surprins de faptul ca banda continua sa functioneze! desi nu este grafica de calitate ""finding nemo"", este inca foarte buna. ar trebui sa-l vanda din nou - este un reper pentru imagini de animatie pe calculator. foarte recomandat!",1
51,"excelent
nu e luata din emag. dar pot spune ca e excelenta, se aude foarte bine si are boss foarte bun tinand cont de marime, cat palma. este rezistenta, se incarca repede, suna foarte tare. autonomie cam mica, poti scoate 7 ore la volum moderat sau 10 la volum mic, suficient de mic. eu o folosesc cu huawei y5 ii, si se aude super. pe hands free, se aude clar. are aspect de boxa de sonorizare miniaturala, i am luat un incarcator de mobil samsung. nu stiu daca scoate chiar 3w, dar 1,5 w tot scoate. si e suficient, face destul tambalau.",1
52,"acest film este foarte distractiv. actorii fac intr-adevar filmul sa mearga la distanta, totusi. fara a dezactiva complotul, as descrie-o ca pe o cultura favorita a princess bride, care ar trebui sa reziste testului timpului. veti vedea o alta parte diferita fata de robert deniro in acest film! (valoarea pretului de admitere doar pentru asta!) toate elementele sunt de la aventura la romantism si comedie bine plasata. oamenii de toate varstele se vor bucura de ea. (parintii mei chiar au facut!) efecte speciale bune, pot fi infricosatoare pentru cei mici. film de buna data. mare pentru un anumit escapism. merita un a. (sper ca se descurca bine la box-office)",1
53,"super fast
ssd-ul este robust si foarte usor. l-am instalat fara probleme pe un sony vayo cu celeron si 2gb ram din 2008 dupa ce mi-a crapat hdd-ul vechi. pot sa spun ca s-a redus radical timpul instalare al windowsului, timpul de boot si a crescut viteza de operare in windows, nu mai sunt latente. nu m-as mai intoarce la un hdd normal nici in ruptul capului. vine cu un soft propriu de management si optimizare.",1
54,"sa deschidem ochii la cel mai bun film facut vreodata.o data cu el si cel mai bun regizor.james cameron.un super film romantic.unit ca nu aventura sau fantasticul a facut cel mai bun film din lume si romantismul.3 ore de drama intr-un asa de film care il exprima foarte bine.are si actorii buni cine nui cunoaste pe leonardo dicaprio sau kate winslet.si acum are nota 8,1,ba cei care nau dat 10 aia nu stiu ce inseamna film de oscar.filmul merita peste 9,5 dar se aduna foarte greu.doamne filme ca new moon sau shutter island sau altele care aleea sunt nimicuri pe langa asta.nota 10cu steluta si cu +.",1
55,l-am vazut ieri cu o prietena si pot zice ca a fost:extraordinar!,1
56,"super
o experienta extraordinara!",1
57,"comparabil cu clubul de lupte, the matrix, a.i., sixth sense, printre altele. acest film se apropie de psihic intr-un mod care nu a mai fost facut vreodata. primele 30 de minute construiesc o poveste de dragoste interesanta intre diaz-cruise-cruz. restul filmului este, bine, confuz, veti alege mai mult de fiecare data cand il urmariti (am mers la filme pentru a vedea de 3 ori acum)",1
58,"clint eastwood se intoarce ca dirty harry calahan in cel de-al patrulea film al serialului dirty harry. clint este mai in varsta, dar inca mai are, harry i sa spus sa aiba o vacanta dupa unele necazuri care s-au intamplat din cauza unui jaf (unde memoria ""make my day"" provine din!) dar orasul pe care la facut o vacanta a fost mai rau femeia sa intors vigilante dupa un atac de viol intr-un funfair si incepe sa-i primeasca pe punk-urile unul cate unul. ultimul film pentru a vedea sandra locke intr-un film clint eastwood! o imbunatatire dupa the enforcer, care a fost un pic mai mult de o comedie si mai putin serioasa. ochelarii de soare clint eastwood au fost gargoyles, care sunt cele mai cunoscute pentru ochelarii de soare purtati de arnold shwartzeneger in the terminator. merita un ceas daca iti place clint eastwood, filmele dirty harry sau crime thriller de actiune.",1
59,"excelent
exact ce imi doream:)",1
60,"am vazut aceasta imagine in 1940 pentru $ .11 si as dori sa obtin un dvd in 2006 filmul a fost cea mai mare aventura a timpului si, ca toate epopeele, este inca o minune de divertisment (b & w si toate) ai un sentiment de prietenia reala in chimie dintre actori si performantele lui sam jaffe & eduardo cianelli sunt remarcabile (acest lucru nu a putut fi facut astazi mi-a placut in mod deosebit sfarsitul unde colonelul reciteste sfarsitul poeziei lui kipling asupra corpului lui gunga din si povesteste ""untouchable"" ""esti un om mai bun decat eu sunt gunga din"" nu fac filme ale acestui personaj astazi. singurul membru care a ramas in viata astazi este joan fontaine",1
61,"am ras bine citit toate comentariile idiotice pentru acest film, deoarece este evident ca acei oameni care au criticat filmul nu l-au vazut niciodata sau au fost destul de stupizi ca sa-l plateasca pentru ao vedea. <br /> <br /> cel mai bun motiv pentru a viziona a fost pe show-ul elvira cativa ani in urma. elvira a livrat filmul cu atatea rade cat se poate. <br /> <br /> este un film de monstru bine, in comparatie cu sutele de filme americane ingrozitoare facute. mult mai bine!!!!",1
62,"acesta este un excelent stand-up dvd! eddie izzard este cea mai amuzanta persoana pe care am vazut-o de ani de zile. rutina lui este hilar si face o conversatie minunata cu altii care l-au vazut. iti recomand foarte mult acest lucru. partea despre istoria europei este un pic cam lenta, dar glumele care sfarsesc in limba franceza sunt destul de bune, pentru ca nu trebuie sa vorbesti francezii sa o primesti (desi daca o faci, este inca hilar). de asemenea, partile despre faptul ca sunt transvestite sunt destul de bune. prima scena (despre san francisco) nu este mare, ci amuzanta pentru prima data. treceti peste acestea daca puteti. aproape nu merita privit. cu toate acestea, acest lucru este intr-adevar un spectacol amuzant, amuzant de stand-up pe care toata lumea ar trebui sa o vada. ""eram mort in acel moment!""",1
63,"disney (si minunatele persoane de la pixar, desigur) ofera o poveste frumoasa, plina de umor, combinata cu cea mai buna animatie pe calculator. recunosc ca poate ""fetele"" bugurilor au fost putin mai statice decat in   ""antz"" si aveau doar patru picioare (in ""antz"" sase ...). dar fundalul a fost superb si animatia a fost uluitoare. dar sa fie o lectie: nu era computerul care a facut un astfel de succes: era omul din spatele masinii, care a adaugat rasuflarile frumoase, pe care le-am pierdut in ""antz"". cateva aspecte importante au fost, bineinteles, ""bloopers"" la sfarsit (deci, continuati sa urmariti la sfarsit, merita!), care erau foarte amuzante si originale. linia ""filmat integral in locatie"" a fost destinata spectatorilor mai atenti.",1
64,superb filmul...am un singur repros...puteau sa mai scurteze din inceput si sa treaca mai repede la actiune...,1
65,"acesta este doar un film grozav, distractiv, minunat. el surprinde adevarata esenta a deceniului si a poporului si spune o frumoasa poveste de dragoste a doua surori cu doi marinari. desi acest film nu poate fi decat alb-negru, cu siguranta nu se ia in considerare in zilele noastre. scopul principal al filmului este atemporal. acest film are o actiune excelenta, numere frumoase de cantece si dans, precum si lucrari de design deosebite si fotografii de film. urmati flota este, de asemenea, comic, exista momente amuzante, momente care va vor face sa radeti, dar si alte momente in care actorul va devine atat de implicat in poveste. este uimitor cum, desi acest film poate fi setat intr-un anumit deceniu, cum poate fi afectat si astazi. daca doriti sa vedeti ceva grozav, verificati acest lucru.",1
66,"film unic despre o femeie confuza (lindsay crouse), care se implica cu con in barbati. joe mantegna da un spectacol de calibru oscar ca cel mai subtire din grup. absolut incantator prima ora, asa cum mantegna ii arata pe crouse ""franghiile"" jocurilor lui con. linia de poveste se dezlantuie un pic mai tarziu, dar reprezinta totusi un portret unic al unui nevinovat care a fost prins intr-o lume intunecata. categoric merita o lovitura.",1
67,"rohmer se intoarce la dramele sale istorice in povestea reala a lui grace elliot, o englezoaica care a stat in franta in timpul apexului revolutiei franceze. intotdeauna am banuit ca rohmer era un conservator, dar care stia ca era un reactionar cu sange rosu. daca puteti lasa la o parte apararea monahala a lui rohmer (si acest lucru nu este un lucru usor de facut, avand in vedere ca, de exemplu, clasele inferioare franceze sunt portretizate aici ca niste hideous louts), acesta este de fapt un film elegant, inteligent si lustruit . lipsind banii pentru o mare recreatie cinematica a frantei din secolul al xviii-lea, rohmer are in schimb actorii sa se joace impotriva cartoanelor pictate. este o zamislire artificiala, dar intr-un fel functioneaza. si nou-venitul lucy russell reuseste sa faca un personaj simpatic care nu ar trebui sa fie.",1
68,"am vazut acest film inca o data inapoi si este inca in topul listei mele de filme preferate. este uimitor de pus impreuna si de ceea ce face cu adevarat filmul sunt biti detaliati (cum ar fi camasa de cafea ""cafe bustelo"" fiind refolosita ca o ceasca pentru spalarea parului nepotilor) pe care oamenii nu o vad pentru ca nu va intelegati acest movie daca nu esti hip-hop. acesta este doar unul dintre filmele care sunt specifice si specifice culturii. va rugam sa nu bash acest film, daca nu aveti nici o cunoastere prealabila a ceea ce fundatie este construit pe. am vazut complet ceea ce scriitorul / regizorul mergea si el a lovit perfect tinta! acest film merita un rating mai bun.",1
69,"cu tot ce se intampla in lume, uneori avem nevoie de o scapare. curly sue este doar asta. nu este un complot complicat sau un inteles profund; totusi nu este lipsita de substanta. exista mai multe actiuni furioase sau drame inimile. exista spectacolele fermecatoare pe care le puteti viziona impreuna cu copiii dvs. si au suficiente substante pentru a va bucura de intalnire. incercati-va sa va placa mai mult decat credeti. fetita este cu adevarat inteligenta si draguta. ""tata"" si fata se duc prin niste rutine. cand un iubit gelos intra, necazurile pentru curly si viata pe care ea o cunoaste poate fi rupta. fred thompson si kelly lynch joaca roluri bune in calitate de crusta superioara, iar alison porter si james belushi sunt o fabula interesanta ca duo-ul care ilustreaza drifterii de strada. lumile lor se ciocnesc, iar comedia este urmata.",1
70,superb filmul... l`am vazut eiri la cinema acele efecte speciale superb !! merita fiecare banutz asa film mai rar cel mai bun film pe 200 clar :) nici nu am cuvinte pentru el :x,1
71,"acest occidental se face intr-o maniera diferita de celelalte. realismul este cheia aici. conchata farrell vine la wyoming pentru a lucra pentru rip torn in ferma sa. cum se prezinta acest lucru face ca o felie foarte interesanta de americana. mi-ar fi preferat sa vad acest lucru pe ecranul mai degraba decat pe banda, dar merita sa vedem cum a fost viata in vestul real. cinematografia este excelenta. solid 9. torn & farrell exceleaza in acest film.",1
72,,1
73,"foarte multumit
distribuie
sunt ok",1
74,"acesta a fost un film grozav cu o poveste buna. copiii mei (10, 7, 5 si 4) tocmai au iubit acest film, inclusiv pe mine insumi. muzica a fost, de asemenea, fantastic. nu, caii nu vorbesc, ci, in schimb, povestea este spusa de spirit. si pentru a auzi o poveste povestita de un punct de cal, daca vederea era distractiva. cred ca titlul spune totul, ""spirit"". acest film va ofera cu adevarat un sentiment de familie si de acasa si prieteni. ar fi trebuit sa spun ca baiatul meu de 4 ani si fetita de 5 ani au fost cu adevarat atinse de acest film si chiar au ajuns in ea, au ras asa de tare si au inaltat spiritul in cele din urma. <br /> <br /> bucurati-va de ""spirit"" cu familia si du-te spiritul ridicat cu aceasta poveste inimaginabila. copiii dvs. o vor iubi. cred ca si voi.",1
75,"asa ca, e absolut stralucit. dar trebuie sa fii inteligent si rapid sa-i intelegi umorul. el acopera tot felul de subiecte, cum ar fi aterizarea primului luna, pastele / craciunul, transvestitismul, filmele si herr doktor heimlich. pentru cei dintre voi sunteti averse la injuraturi, acest lucru nu este pentru tine. in timp ce unii dintre noi pun punctaje prin virgule si perioade, el foloseste cuvantul f. de asemenea, daca nu puteti rade de tine, nu priviti niciodata acest lucru; vei simti nebunul. de altfel, i-am urmarit celelalte lucruri si chiar l-am vazut interpretat in direct, iar acesta este de departe cea mai buna lucrare. el pur si simplu straluceste. ce ar putea merge atat de departe incat sa spuna ca este glorios.",1
76,"anul acesta asteptam cu nerabdare doar 2 filme :
1.transformers 2
2.ice age 3
insa acum pot spune ca il astept pe acesta mai mult decat cele 2 mentionate mai sus ...nu-mi place sami dau cu parerea inainte sa vizionez un film insa nu cred ca acest va fi un esec..sper sa vina mai repede decat scrie acolo ca nu mai am rabdare...:)",1
77,l-am vazut aseara... un film genial cap coada realizat impecabil pornind chiar de la cele mai mici detalii... merita vazut in mod clar !,1
78,"a vazut acest lucru de cateva ori pe canalul sundance cu cativa ani in urma si a primit o lovitura cinematica placuta sistemului. o abordare semi-suprarealista, dar tare, pe cultura media moderne (sau lipsa ei), concentrandu-se asupra unor locuitori de frontiera, in mod serios rataciti, dincolo de hollywood. a avut o interpretare timpurie amuzanta de la mark ruffalo si unele cinematografii memorabile de la dp care au facut filmele poloneze brothers. a existat un umor salbatic umcompromisant si o simtire ciudata originala care la determinat cu desavarsire. acest film a avut un cult clasic scris peste tot, si sunt surprins ca nu este inca pe dvd. <br /> <br /> speram ca in curand.",1
79,"boxa beton
se aude foarte bine.",1
